Live theater in my area what 's playing	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] ]
What is the traffic driving from Berlin to Copenhagen	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL ] [SL:SOURCE ] [SL:DESTINATION ] ]
How far is it from here to Whistler , Canada	[IN:GET_DISTANCE [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER ] ] ] [SL:DESTINATION ] ]
Is there construction going Southbound	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER ] ] ] ]
What concerts are playing in Atlanta next month	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] [SL:DATE_TIME ] ]
is there light traffic on my drive home	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
How long from here to my aunt 's house if I leave in the morning ?	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER ] ] ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED ] [SL:TYPE_RELATION ] ] ] [SL:DATE_TIME_DEPARTURE ] ]
is the traffic good	[IN:GET_INFO_TRAFFIC ]
what is expected traffic at 3 pm in downtown Portland	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] [SL:LOCATION ] ]
what time does morning traffic start on ( enter street or highway name )	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
events for toddlers in central florida	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:LOCATION ] ]
Is traffic heavy on weekends	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
Are there any Holiday fundraisers	[IN:GET_EVENT [SL:DATE_TIME ] [SL:CATEGORY_EVENT ] ]
Give me another way to get to the airport , please	[IN:UPDATE_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] ]
What 's the distance , in feet , between my house and Amanda 's house ?	[IN:GET_DISTANCE [SL:UNIT_DISTANCE ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] ]
How long is the drive the to Shopper 's	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] ]
Will traffic allow me to make it to My house by 7 p.m . tonight	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:DATE_TIME_ARRIVAL ] ]
How much traffic is on Lake street	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] ]
Will there be a big EDM show in Austin in January	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] [SL:DATE_TIME ] ]
what is the distance from Alabama to Washington	[IN:GET_DISTANCE [SL:SOURCE ] [SL:DESTINATION ] ]
How is traffic at the holland tunnel now ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] [SL:DATE_TIME ] ]
What is the quickest route for me to get to Earle 's place this evening	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:DATE_TIME_DEPARTURE ] ]
How long will it take me to drive to my 3 pm webinar if I avoid the freeway ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT ] [SL:DATE_TIME ] [SL:CATEGORY_EVENT ] ] ] [SL:PATH_AVOID [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] ]
is there congestion on i610	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] ]
How long will it be till I arrive in Virginia Beach if I leave in an hour ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION ] [SL:DATE_TIME_DEPARTURE ] ]
Sporting events in Memphis this Friday	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] [SL:DATE_TIME ] ]
I need to get to mom 's by 6 pm , what time do I need to leave ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION ] ] ] [SL:DATE_TIME_ARRIVAL ] ]
Is there an accident on my route that will add to my commute	[IN:GET_INFO_TRAFFIC [SL:PATH ] ]
Time to Lake Tahoe using highway 80 if I leave now	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION ] [SL:PATH ] [SL:DATE_TIME_DEPARTURE ] ]
Any accidents on the FDR today	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] [SL:DATE_TIME ] ]
Are there any shopping events on Hertel Avenue this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] [SL:DATE_TIME ] ]
How long should I expect my trip home to take , factoring in traffic	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
is there a delay in traffic from San Antonio to Austin	[IN:GET_INFO_TRAFFIC [SL:SOURCE ] [SL:DESTINATION ] ]
Local events	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER ] ] ] ]
What to do with the family this weekend in Santa Monica	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:DATE_TIME ] [SL:LOCATION ] ]
If I take I - 90 , will I be able to make it to Fort Collins by 4 pm ?	[IN:GET_ESTIMATED_ARRIVAL [SL:PATH ] [SL:DESTINATION ] [SL:DATE_TIME_ARRIVAL ] ]
How much time will the weather add to my trip to work	[IN:GET_ESTIMATED_DURATION [SL:ROAD_CONDITION ] [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
Anything to do on Friday	[IN:GET_EVENT [SL:DATE_TIME ] ]
How long will it take my to get to San Francisco	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION ] ]
blues concerts in Dallas this month	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] [SL:DATE_TIME ] ]
What 's the distance between oakland and New York	[IN:GET_DISTANCE [SL:SOURCE ] [SL:DESTINATION ] ]
How far away from Philadelphia is Delaware	[IN:GET_DISTANCE [SL:SOURCE ] [SL:DESTINATION ] ]
Any traffic	[IN:GET_INFO_TRAFFIC ]
Anything fun happening near me	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS ] [SL:LOCATION_USER ] ] ] ]
I need to make it to Houston by 7 p.m . on Tuesday what time shall I leave ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION ] [SL:DATE_TIME_ARRIVAL ] ]
are there any deviations on the way to the trade show that i should be aware of ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT ] ] ] ]
How long from my house to Oxford , Connecticut	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:DESTINATION ] ]
Christmas events on Monday night	[IN:GET_EVENT [SL:DATE_TIME ] [SL:DATE_TIME ] ]
music events in Boston on Saturday	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] [SL:DATE_TIME ] ]
Family Friendly movies playing in a theater not too far away from me now	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:CATEGORY_EVENT ] [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS ] [SL:LOCATION_USER ] ] ] ] ] [SL:DATE_TIME ] ]
Traffic updates for my route , live please	[IN:GET_INFO_TRAFFIC ]
How snowy are the roads that go to Toledo today	[IN:GET_INFO_ROAD_CONDITION [SL:ROAD_CONDITION ] [SL:DESTINATION ] [SL:DATE_TIME ] ]
Any recommendations for events happening in Chicago	[IN:GET_EVENT [SL:LOCATION ] ]
How long to Denver International Airport from Pueblo at 6 am	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] [SL:SOURCE ] [SL:DATE_TIME_DEPARTURE ] ]
is there anything fun going on in sacramento tomorrow	[IN:GET_EVENT [SL:LOCATION ] [SL:DATE_TIME ] ]
Movie premieres this Thursday night	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:DATE_TIME ] ]
is there any senior citizen events this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:DATE_TIME ] ]
Will the traffic be lighter if I leave for the Shore at 6 : 00 am tomorrow ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] [SL:DATE_TIME ] ]
Is there a lot of traffic on my drive home from work	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] [SL:SOURCE [IN:GET_LOCATION_WORK ] ] ]
how long is the delay on East bound I 80 at York	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION ] [SL:LOCATION_MODIFIER ] ] ] ]
Any gun shows near clark county this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS ] [SL:LOCATION ] ] ] [SL:DATE_TIME ] ]
Are there any detours on my way to the Gong Show ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT ] ] ] ]
what 's going on in Colorado in March	[IN:GET_EVENT [SL:LOCATION ] [SL:DATE_TIME ] ]
show me the construction in the area	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER ] ] ] ]
are there any trucks passes tanta street causing traffic jam at 11AM ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] [SL:DATE_TIME ] ]
How far is Seattle from Denver	[IN:GET_DISTANCE [SL:DESTINATION ] [SL:SOURCE ] ]
Food festivals near me	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS ] [SL:LOCATION_USER ] ] ] ]
If I leave work by 5 pm , what time will I arrive in JFK ?	[IN:GET_ESTIMATED_ARRIVAL [SL:SOURCE [IN:GET_LOCATION_WORK ] ] [SL:DATE_TIME_DEPARTURE ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] ]
Is there traffic in the morning	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
How bad is traffic right now	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
Tell me the update on the traffic at Summerlin	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] ]
traffic near my home	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS ] [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] ] ] ] ] ]
What time will we need to leave to get to the airport from our house to catch a 10 : 00 A.M . FLIGHT OUT OF cLEVELNAD ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:DESTINATION [IN:GET_EVENT [SL:DATE_TIME ] [SL:CATEGORY_EVENT ] [SL:LOCATION ] ] ] ]
Based on current accident reports , what time should I leave to make a 6 pm appointment at 1401 S . Lapeer Rd ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_EVENT [SL:DATE_TIME ] [SL:CATEGORY_EVENT ] [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] ] ] ]
How many miles between Houston and Orlando	[IN:GET_DISTANCE [SL:UNIT_DISTANCE ] [SL:SOURCE ] [SL:DESTINATION ] ]
WHAT WILL TRAFFIC BE ON FRIDAY AFTERNOON FROM PHILADELPHIA TO CAPE MAY , NJ	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] [SL:SOURCE ] [SL:DESTINATION ] ]
Is there any construction on our way to Houston ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION ] ]
What is the traffic like in downtown Indianapolis this morning	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] [SL:DATE_TIME ] ]
What is the traffic from Apex to Raleigh right now	[IN:GET_INFO_TRAFFIC [SL:SOURCE ] [SL:DESTINATION ] [SL:DATE_TIME ] ]
current traffic status	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
family events this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:DATE_TIME ] ]
Any music events to attend this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:DATE_TIME ] ]
Is there a lot of traffic at 4 : 30 pm today	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
West side traffic status	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] ]
Will there be heavy traffic on the way to the concert tonight	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:DATE_TIME ] ] ] ]
How long is my drive home	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
What is the traffic driving from New York City to Toronto	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL ] [SL:SOURCE ] [SL:DESTINATION ] ]
If I leave my friend Alex 's house at 9 : 30 p.m . , will I make it to my house by 10 : 00 p.m . ?	[IN:GET_ESTIMATED_ARRIVAL [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED ] [SL:TYPE_RELATION ] [SL:CONTACT ] ] ] [SL:DATE_TIME_DEPARTURE ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:DATE_TIME_ARRIVAL ] ]
Are there any accidents on the west side	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] ]
If I wanted to be at the Dolphins Game in time for kick off , what time would I have to leave home ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT ] [SL:CATEGORY_EVENT ] ] ] [SL:SOURCE [IN:GET_LOCATION_HOME ] ] ]
please give me driving directions home	[IN:GET_DIRECTIONS [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
How long of a drive it is to Minneapolis by highway ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL ] [SL:DESTINATION ] [SL:PATH [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] ]
what 's my commute look like	[IN:GET_INFO_TRAFFIC [SL:PATH ] ]
If I want to arrive in Houston , Texas by noon , what time do I need to leave my house ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION ] [SL:DATE_TIME_ARRIVAL ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] ]
Who is hosting New Year 's Eve Parties in Orlando	[IN:GET_EVENT_ORGANIZER [SL:DATE_TIME ] [SL:CATEGORY_EVENT ] [SL:LOCATION ] ]
Whats the distance of train station a to train station b	[IN:GET_DISTANCE [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] ]
How is the traffic from downtown Norfolk to Virginia Beach	[IN:GET_INFO_TRAFFIC [SL:SOURCE ] [SL:DESTINATION ] ]
Events happening at the UNI Dome this weekend	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] [SL:DATE_TIME ] ]
Family events in Orlando	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:LOCATION ] ]
What is the best way for me to get home	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
When is the traffic the worst in Tampa	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] ]
I want to get to the Falcons game by 4 what time should I leave Canton to do that	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT ] [SL:CATEGORY_EVENT ] ] ] [SL:DATE_TIME_ARRIVAL ] [SL:SOURCE ] ]
Drag shows in Orlando	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] ]
Should I leave before 5 to get to the ECU game by 7 ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DATE_TIME_DEPARTURE ] [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT ] [SL:CATEGORY_EVENT ] ] ] [SL:DATE_TIME_ARRIVAL ] ]
How much time do ice ad to my traffic to Maspero Festival ?	[IN:GET_ESTIMATED_DURATION [SL:ROAD_CONDITION ] [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT ] ] ] ]
what is the traffic like heading home from work	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] [SL:SOURCE [IN:GET_LOCATION_WORK ] ] ]
If I leave now , how is the traffic out to Southampton from my house	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] [SL:DESTINATION ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] ]
If I don't take the freeway , how long will it take to get to my sister 's house ?	[IN:GET_ESTIMATED_DURATION [SL:PATH_AVOID [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED ] [SL:TYPE_RELATION ] ] ] ]
How is traffic on the 101 this afternoon ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] [SL:DATE_TIME ] ]
Is there road construction anywhere on I - 80 in Nebraska	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION ] [SL:LOCATION_MODIFIER ] ] ] ]
Any traffic incidents en route to work	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
I want to see Ron White , the comedian . . Is he coming to the area anytime soon	[IN:GET_EVENT [SL:NAME_EVENT ] [SL:CATEGORY_EVENT ] [SL:LOCATION [IN:GET_LOCATION_HOME ] ] ]
Is there traffic on the way home	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
What is the distance between Dallas and St Louis	[IN:GET_DISTANCE [SL:SOURCE ] [SL:DESTINATION ] ]
when should I leave if i want to go to the church in sphinx district in haram at 5 pm ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] [SL:LOCATION_MODIFIER ] [SL:LOCATION_MODIFIER ] ] ] [SL:DATE_TIME_ARRIVAL ] ]
How many miles is New Jersey from New York City	[IN:GET_DISTANCE [SL:UNIT_DISTANCE ] [SL:DESTINATION ] [SL:SOURCE ] ]
Events near me next week	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS ] [SL:LOCATION_USER ] ] ] [SL:DATE_TIME ] ]
Movies that will be released in the beginning of 2018	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:DATE_TIME ] ]
What is the best time to travel to Cairo from Mansoura ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION ] [SL:SOURCE ] ]
If I leave HEB in 5 minutes what time would I get home ?	[IN:GET_ESTIMATED_ARRIVAL [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] [SL:DATE_TIME_DEPARTURE ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
can you give me the traffic	[IN:GET_INFO_TRAFFIC ]
What 's up tonight	[IN:GET_EVENT [SL:DATE_TIME ] ]
Product launches in the New York City area	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] ]
Will I get to Emilio 's birthday before noon ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT ] [SL:CATEGORY_EVENT ] ] ] [SL:DATE_TIME_ARRIVAL ] ]
Are there any bad accidents on my way home	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Are the roads going to Crookston icy ?	[IN:GET_INFO_ROAD_CONDITION [SL:DESTINATION ] [SL:ROAD_CONDITION ] ]
Can you check for Christmas concerts this Sunday	[IN:GET_EVENT [SL:DATE_TIME ] [SL:CATEGORY_EVENT ] [SL:DATE_TIME ] ]
what does the traffic look like on 205	[IN:GET_INFO_TRAFFIC [SL:LOCATION ] ]
Can I bike to Adam 's if I need to be there by noon and I leave now ?	[IN:GET_ESTIMATED_ARRIVAL [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:DATE_TIME_ARRIVAL ] [SL:DATE_TIME_DEPARTURE ] ]
What 's the traffic today	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
How long of a drive to Las Vegas , NM	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL ] [SL:DESTINATION ] ]
Taco Tuesday El Paso	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] ]
Give me the best route to el Masria Language school now .	[IN:GET_DIRECTIONS [SL:DESTINATION ] [SL:DATE_TIME_DEPARTURE ] ]
How long will my trip home be	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
What will traffic be like on Saturday morning	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
Outdoor activities for this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:CATEGORY_EVENT ] [SL:DATE_TIME ] ]
how long is it from home to the grocery store	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION_HOME ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] ]
What is the traffic driving from Yuba Lake to Nephi	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL ] [SL:SOURCE ] [SL:DESTINATION ] ]
flights HI - NY February 2018	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:DATE_TIME ] ]
What can I do during the summer here	[IN:GET_EVENT [SL:DATE_TIME ] [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER ] ] ] ]
how many miles is FL	[IN:GET_DISTANCE [SL:UNIT_DISTANCE ] [SL:DESTINATION ] ]
Will it take long to drive home	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Friday events	[IN:GET_EVENT [SL:DATE_TIME ] ]
Is there traffic on the way to the airport	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] ]
Will leaving at a quarter til get me to work on time eventhough theres comstruction	[IN:GET_ESTIMATED_ARRIVAL [SL:DATE_TIME_DEPARTURE ] [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
How long until I get home ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Can I get to Irondequoit by 8 am with the current traffic conditions ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION ] [SL:DATE_TIME_ARRIVAL ] ]
how long will it take me to drive into downtown philly if i need arrive by 10 am	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL ] [SL:DESTINATION ] [SL:DATE_TIME_ARRIVAL ] ]
how long will it take me to get to sarah 's this evening	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:DATE_TIME_DEPARTURE ] ]
is there traffic right now	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
Get me driving directions to Nam 's salon in Abington	[IN:GET_DIRECTIONS [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] [SL:LOCATION_MODIFIER ] ] ] ]
Is there a lot of traffic currently on the way home	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Is there any Christmas event this weekend	[IN:GET_EVENT [SL:DATE_TIME ] [SL:DATE_TIME ] ]
Park events in Banning this weekend	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] [SL:LOCATION ] [SL:DATE_TIME ] ]
If I leave in ten minutes , how long will it take me to get to Newark Airport ?	[IN:GET_ESTIMATED_DURATION [SL:DATE_TIME_DEPARTURE ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] ]
Will traffic be slow later	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] ]
Jay Z concert this month	[IN:GET_EVENT [SL:NAME_EVENT ] [SL:CATEGORY_EVENT ] [SL:DATE_TIME ] ]
Are there any Holiday concerts for Christmas Eve this year	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:DATE_TIME ] ]
Schedule of fireworks in Huntington Beach on NYE	[IN:GET_EVENT [SL:CATEGORY_EVENT ] [SL:LOCATION ] [SL:DATE_TIME ] ]
send me a way that doesn't go onto the freeway	[IN:GET_DIRECTIONS [SL:PATH_AVOID [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] ]
Get the time to Katie 's house using I - 95 .	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:PATH ] ]
why is traffic stalled	[IN:GET_INFO_TRAFFIC ]
any christmas events happening next week in maryland	[IN:GET_EVENT [SL:DATE_TIME ] [SL:DATE_TIME ] [SL:LOCATION ] ]
Tell me what events are happening today	[IN:GET_EVENT [SL:DATE_TIME ] ]
what are some interesting events near me this weekend	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS ] [SL:LOCATION_USER ] ] ] [SL:DATE_TIME ] ]
What is the traffic like today from Newnan to Savannah	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME ] [SL:SOURCE ] [SL:DESTINATION ] ]
Is there adults only events in town tonight	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] [SL:DATE_TIME ] ]
Is there anything to do in my area	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] ]
Kids programs at the Bishop Museum	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:CATEGORY_EVENT ] [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP ] ] ] ]
Family friendly activities in Gresham this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT ] [SL:CATEGORY_EVENT ] [SL:LOCATION ] [SL:DATE_TIME ] ]
How long will it take me to drive to Shun 's house from here if I leave right now	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT ] ] ] [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER ] ] ] [SL:DATE_TIME_DEPARTURE ] ]
what 's up for tomorrow	[IN:GET_EVENT [SL:DATE_TIME ] ]
drive time to the state park	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION ] ] ] ]
