How long will it take to drive from Chicago to Mississippi	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 6 7 ] [SL:SOURCE 8 9 ] [SL:DESTINATION 10 11 ] ]
movies at ten	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:DATE_TIME 1 3 ] ]
How bad is the beach traffic today	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 3 5 ] ] ] [SL:DATE_TIME 6 7 ] ]
what 's the distance between Orlando and Pensacola	[IN:GET_DISTANCE [SL:SOURCE 5 6 ] [SL:DESTINATION 7 8 ] ]
Tell me what the traffic is on 44th st pinellas park	[IN:GET_INFO_TRAFFIC [SL:LOCATION 7 11 ] ]
when does the event come to dayton	[IN:GET_EVENT [SL:LOCATION 6 7 ] ]
How many miles from Miami Fl to Atlanta ga	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:SOURCE 4 6 ] [SL:DESTINATION 7 9 ] ]
Traffic in Concord New Hampshire	[IN:GET_INFO_TRAFFIC [SL:LOCATION 2 5 ] ]
Graduation celebrations	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] ]
If I leave at 10 am , will I make it to my first class in school at noon ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DATE_TIME_DEPARTURE 3 6 ] [SL:DESTINATION [IN:GET_EVENT [SL:ATTENDEE_EVENT 12 13 ] [SL:ORDINAL 13 14 ] [SL:CATEGORY_EVENT 14 15 ] [SL:LOCATION [IN:GET_LOCATION_SCHOOL ] ] ] ] [SL:DATE_TIME_ARRIVAL 17 19 ] ]
If I leave at 9 when will I arrive at target	[IN:GET_ESTIMATED_ARRIVAL [SL:DATE_TIME_DEPARTURE 3 5 ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 10 11 ] ] ] ]
Live theater in my area what 's playing	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT 3 4 ] ] ] ]
What is the traffic driving from Berlin to Copenhagen	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 4 5 ] [SL:SOURCE 6 7 ] [SL:DESTINATION 8 9 ] ]
How far is it from here to Whistler , Canada	[IN:GET_DISTANCE [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 5 6 ] ] ] [SL:DESTINATION 7 10 ] ]
Is there construction going Southbound	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 4 5 ] ] ] ]
What concerts are playing in Atlanta next month	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 2 ] [SL:LOCATION 5 6 ] [SL:DATE_TIME 6 8 ] ]
is there light traffic on my drive home	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 6 7 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
How long from here to my aunt 's house if I leave in the morning ?	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION [SL:LOCATION_USER 3 4 ] ] ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED 5 6 ] [SL:TYPE_RELATION 6 7 ] ] ] [SL:DATE_TIME_DEPARTURE 12 15 ] ]
is the traffic good	[IN:GET_INFO_TRAFFIC ]
what is expected traffic at 3 pm in downtown Portland	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 4 7 ] [SL:LOCATION 8 10 ] ]
what time does morning traffic start on ( enter street or highway name )	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 3 4 ] ]
events for toddlers in central florida	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 2 3 ] [SL:LOCATION 4 6 ] ]
Is traffic heavy on weekends	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 3 5 ] ]
Are there any Holiday fundraisers	[IN:GET_EVENT [SL:DATE_TIME 3 4 ] [SL:CATEGORY_EVENT 4 5 ] ]
Give me another way to get to the airport , please	[IN:UPDATE_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 7 9 ] ] ] ]
What 's the distance , in feet , between my house and Amanda 's house ?	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 6 7 ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 9 10 ] ] ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 12 13 ] ] ] ]
How long is the drive the to Shopper 's	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 7 9 ] ] ] ]
Will traffic allow me to make it to My house by 7 p.m . tonight	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 8 9 ] ] ] [SL:DATE_TIME_ARRIVAL 10 15 ] ]
How much traffic is on Lake street	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 7 ] ]
Will there be a big EDM show in Austin in January	[IN:GET_EVENT [SL:CATEGORY_EVENT 5 7 ] [SL:LOCATION 8 9 ] [SL:DATE_TIME 9 11 ] ]
what is the distance from Alabama to Washington	[IN:GET_DISTANCE [SL:SOURCE 5 6 ] [SL:DESTINATION 7 8 ] ]
How is traffic at the holland tunnel now ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 4 7 ] ] ] [SL:DATE_TIME 7 8 ] ]
What is the quickest route for me to get to Earle 's place this evening	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 10 11 ] ] ] [SL:DATE_TIME_DEPARTURE 13 15 ] ]
How long will it take me to drive to my 3 pm webinar if I avoid the freeway ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 7 8 ] [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT 9 10 ] [SL:DATE_TIME 10 12 ] [SL:CATEGORY_EVENT 12 13 ] ] ] [SL:PATH_AVOID [IN:GET_LOCATION [SL:CATEGORY_LOCATION 16 18 ] ] ] ]
is there congestion on i610	[IN:GET_INFO_TRAFFIC [SL:LOCATION 4 5 ] ]
How long will it be till I arrive in Virginia Beach if I leave in an hour ?	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 9 11 ] [SL:DATE_TIME_DEPARTURE 14 17 ] ]
Sporting events in Memphis this Friday	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 6 ] ]
I need to get to mom 's by 6 pm , what time do I need to leave ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:TYPE_RELATION 5 6 ] ] ] [SL:DATE_TIME_ARRIVAL 7 10 ] ]
Is there an accident on my route that will add to my commute	[IN:GET_INFO_TRAFFIC [SL:PATH 11 13 ] ]
Time to Lake Tahoe using highway 80 if I leave now	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 2 4 ] [SL:PATH 5 7 ] [SL:DATE_TIME_DEPARTURE 10 11 ] ]
Any accidents on the FDR today	[IN:GET_INFO_TRAFFIC [SL:LOCATION 3 5 ] [SL:DATE_TIME 5 6 ] ]
Are there any shopping events on Hertel Avenue this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 3 5 ] [SL:LOCATION 6 8 ] [SL:DATE_TIME 8 10 ] ]
How long should I expect my trip home to take , factoring in traffic	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
is there a delay in traffic from San Antonio to Austin	[IN:GET_INFO_TRAFFIC [SL:SOURCE 7 9 ] [SL:DESTINATION 10 11 ] ]
Local events	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER 0 1 ] ] ] ]
What to do with the family this weekend in Santa Monica	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 4 6 ] [SL:DATE_TIME 6 8 ] [SL:LOCATION 9 11 ] ]
If I take I - 90 , will I be able to make it to Fort Collins by 4 pm ?	[IN:GET_ESTIMATED_ARRIVAL [SL:PATH 3 6 ] [SL:DESTINATION 15 17 ] [SL:DATE_TIME_ARRIVAL 17 20 ] ]
How much time will the weather add to my trip to work	[IN:GET_ESTIMATED_DURATION [SL:ROAD_CONDITION 4 6 ] [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
Anything to do on Friday	[IN:GET_EVENT [SL:DATE_TIME 3 5 ] ]
How long will it take my to get to San Francisco	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION 9 11 ] ]
blues concerts in Dallas this month	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 6 ] ]
What 's the distance between oakland and New York	[IN:GET_DISTANCE [SL:SOURCE 5 6 ] [SL:DESTINATION 7 9 ] ]
How far away from Philadelphia is Delaware	[IN:GET_DISTANCE [SL:SOURCE 4 5 ] [SL:DESTINATION 6 7 ] ]
Any traffic	[IN:GET_INFO_TRAFFIC ]
Anything fun happening near me	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION_USER 4 5 ] ] ] ]
I need to make it to Houston by 7 p.m . on Tuesday what time shall I leave ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION 6 7 ] [SL:DATE_TIME_ARRIVAL 7 13 ] ]
are there any deviations on the way to the trade show that i should be aware of ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT 8 11 ] ] ] ]
How long from my house to Oxford , Connecticut	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 3 4 ] ] ] [SL:DESTINATION 6 9 ] ]
Christmas events on Monday night	[IN:GET_EVENT [SL:DATE_TIME 0 1 ] [SL:DATE_TIME 2 5 ] ]
music events in Boston on Saturday	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] [SL:DATE_TIME 4 6 ] ]
Family Friendly movies playing in a theater not too far away from me now	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 2 ] [SL:CATEGORY_EVENT 2 3 ] [SL:LOCATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 5 7 ] [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS 7 12 ] [SL:LOCATION_USER 12 13 ] ] ] ] ] [SL:DATE_TIME 13 14 ] ]
Traffic updates for my route , live please	[IN:GET_INFO_TRAFFIC ]
How snowy are the roads that go to Toledo today	[IN:GET_INFO_ROAD_CONDITION [SL:ROAD_CONDITION 1 2 ] [SL:DESTINATION 8 9 ] [SL:DATE_TIME 9 10 ] ]
Any recommendations for events happening in Chicago	[IN:GET_EVENT [SL:LOCATION 6 7 ] ]
How long to Denver International Airport from Pueblo at 6 am	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 3 6 ] ] ] [SL:SOURCE 7 8 ] [SL:DATE_TIME_DEPARTURE 8 11 ] ]
is there anything fun going on in sacramento tomorrow	[IN:GET_EVENT [SL:LOCATION 7 8 ] [SL:DATE_TIME 8 9 ] ]
Movie premieres this Thursday night	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:DATE_TIME 2 5 ] ]
is there any senior citizen events this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 3 5 ] [SL:DATE_TIME 6 8 ] ]
Will the traffic be lighter if I leave for the Shore at 6 : 00 am tomorrow ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 9 11 ] ] ] [SL:DATE_TIME 11 17 ] ]
Is there a lot of traffic on my drive home from work	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 8 9 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] [SL:SOURCE [IN:GET_LOCATION_WORK ] ] ]
how long is the delay on East bound I 80 at York	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION 6 10 ] [SL:LOCATION_MODIFIER 11 12 ] ] ] ]
Any gun shows near clark county this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 3 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 3 4 ] [SL:LOCATION 4 6 ] ] ] [SL:DATE_TIME 6 8 ] ]
Are there any detours on my way to the Gong Show ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT 8 11 ] ] ] ]
what 's going on in Colorado in March	[IN:GET_EVENT [SL:LOCATION 5 6 ] [SL:DATE_TIME 6 8 ] ]
show me the construction in the area	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER 5 7 ] ] ] ]
are there any trucks passes tanta street causing traffic jam at 11AM ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 7 ] [SL:DATE_TIME 10 12 ] ]
How far is Seattle from Denver	[IN:GET_DISTANCE [SL:DESTINATION 3 4 ] [SL:SOURCE 5 6 ] ]
Food festivals near me	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 2 3 ] [SL:LOCATION_USER 3 4 ] ] ] ]
If I leave work by 5 pm , what time will I arrive in JFK ?	[IN:GET_ESTIMATED_ARRIVAL [SL:SOURCE [IN:GET_LOCATION_WORK ] ] [SL:DATE_TIME_DEPARTURE 4 7 ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 14 15 ] ] ] ]
Is there traffic in the morning	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 3 6 ] ]
How bad is traffic right now	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 4 6 ] ]
Tell me the update on the traffic at Summerlin	[IN:GET_INFO_TRAFFIC [SL:LOCATION 8 9 ] ]
traffic near my home	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER [IN:GET_LOCATION [SL:SEARCH_RADIUS 1 2 ] [SL:LOCATION [IN:GET_LOCATION_HOME [SL:CONTACT 2 3 ] ] ] ] ] ] ] ]
What time will we need to leave to get to the airport from our house to catch a 10 : 00 A.M . FLIGHT OUT OF cLEVELNAD ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 10 12 ] ] ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 13 14 ] ] ] [SL:DESTINATION [IN:GET_EVENT [SL:DATE_TIME 18 23 ] [SL:CATEGORY_EVENT 23 24 ] [SL:LOCATION 26 27 ] ] ] ]
Based on current accident reports , what time should I leave to make a 6 pm appointment at 1401 S . Lapeer Rd ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_EVENT [SL:DATE_TIME 14 16 ] [SL:CATEGORY_EVENT 16 17 ] [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 18 23 ] ] ] ] ] ]
How many miles between Houston and Orlando	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:SOURCE 4 5 ] [SL:DESTINATION 6 7 ] ]
WHAT WILL TRAFFIC BE ON FRIDAY AFTERNOON FROM PHILADELPHIA TO CAPE MAY , NJ	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 4 7 ] [SL:SOURCE 8 9 ] [SL:DESTINATION 10 14 ] ]
Is there any construction on our way to Houston ?	[IN:GET_INFO_TRAFFIC [SL:DESTINATION 8 9 ] ]
What is the traffic like in downtown Indianapolis this morning	[IN:GET_INFO_TRAFFIC [SL:LOCATION 6 8 ] [SL:DATE_TIME 8 10 ] ]
What is the traffic from Apex to Raleigh right now	[IN:GET_INFO_TRAFFIC [SL:SOURCE 5 6 ] [SL:DESTINATION 7 8 ] [SL:DATE_TIME 8 10 ] ]
current traffic status	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 0 1 ] ]
family events this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 1 ] [SL:DATE_TIME 2 4 ] ]
Any music events to attend this weekend	[IN:GET_EVENT [SL:CATEGORY_EVENT 1 3 ] [SL:DATE_TIME 5 7 ] ]
Is there a lot of traffic at 4 : 30 pm today	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 6 12 ] ]
West side traffic status	[IN:GET_INFO_TRAFFIC [SL:LOCATION 0 2 ] ]
Will there be heavy traffic on the way to the concert tonight	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT 9 11 ] [SL:DATE_TIME 11 12 ] ] ] ]
How long is my drive home	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
What is the traffic driving from New York City to Toronto	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 4 5 ] [SL:SOURCE 6 9 ] [SL:DESTINATION 10 11 ] ]
If I leave my friend Alex 's house at 9 : 30 p.m . , will I make it to my house by 10 : 00 p.m . ?	[IN:GET_ESTIMATED_ARRIVAL [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED 3 4 ] [SL:TYPE_RELATION 4 5 ] [SL:CONTACT 5 6 ] ] ] [SL:DATE_TIME_DEPARTURE 8 14 ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 20 21 ] ] ] [SL:DATE_TIME_ARRIVAL 22 28 ] ]
Are there any accidents on the west side	[IN:GET_INFO_TRAFFIC [SL:LOCATION 5 8 ] ]
If I wanted to be at the Dolphins Game in time for kick off , what time would I have to leave home ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT 7 8 ] [SL:CATEGORY_EVENT 8 9 ] ] ] [SL:SOURCE [IN:GET_LOCATION_HOME ] ] ]
please give me driving directions home	[IN:GET_DIRECTIONS [SL:METHOD_TRAVEL 3 4 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
How long of a drive it is to Minneapolis by highway ?	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION 8 9 ] [SL:PATH [IN:GET_LOCATION [SL:CATEGORY_LOCATION 10 11 ] ] ] ]
what 's my commute look like	[IN:GET_INFO_TRAFFIC [SL:PATH 2 4 ] ]
If I want to arrive in Houston , Texas by noon , what time do I need to leave my house ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION 6 9 ] [SL:DATE_TIME_ARRIVAL 9 11 ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 19 20 ] ] ] ]
Who is hosting New Year 's Eve Parties in Orlando	[IN:GET_EVENT_ORGANIZER [SL:DATE_TIME 3 7 ] [SL:CATEGORY_EVENT 7 8 ] [SL:LOCATION 9 10 ] ]
Whats the distance of train station a to train station b	[IN:GET_DISTANCE [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP 4 7 ] ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP 8 11 ] ] ] ]
How is the traffic from downtown Norfolk to Virginia Beach	[IN:GET_INFO_TRAFFIC [SL:SOURCE 5 7 ] [SL:DESTINATION 8 10 ] ]
Events happening at the UNI Dome this weekend	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:POINT_ON_MAP 3 6 ] ] ] [SL:DATE_TIME 6 8 ] ]
Family events in Orlando	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 1 ] [SL:LOCATION 3 4 ] ]
What is the best way for me to get home	[IN:GET_DIRECTIONS [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
When is the traffic the worst in Tampa	[IN:GET_INFO_TRAFFIC [SL:LOCATION 7 8 ] ]
I want to get to the Falcons game by 4 what time should I leave Canton to do that	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT 6 7 ] [SL:CATEGORY_EVENT 7 8 ] ] ] [SL:DATE_TIME_ARRIVAL 8 10 ] [SL:SOURCE 15 16 ] ]
Drag shows in Orlando	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 3 4 ] ]
Should I leave before 5 to get to the ECU game by 7 ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DATE_TIME_DEPARTURE 3 5 ] [SL:DESTINATION [IN:GET_EVENT [SL:NAME_EVENT 9 10 ] [SL:CATEGORY_EVENT 10 11 ] ] ] [SL:DATE_TIME_ARRIVAL 11 13 ] ]
How much time do ice ad to my traffic to Maspero Festival ?	[IN:GET_ESTIMATED_DURATION [SL:ROAD_CONDITION 4 5 ] [SL:DESTINATION [IN:GET_EVENT [SL:CATEGORY_EVENT 10 12 ] ] ] ]
what is the traffic like heading home from work	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] [SL:SOURCE [IN:GET_LOCATION_WORK ] ] ]
If I leave now , how is the traffic out to Southampton from my house	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 3 4 ] [SL:DESTINATION 11 12 ] [SL:SOURCE [IN:GET_LOCATION_HOME [SL:CONTACT 13 14 ] ] ] ]
If I don't take the freeway , how long will it take to get to my sister 's house ?	[IN:GET_ESTIMATED_DURATION [SL:PATH_AVOID [IN:GET_LOCATION [SL:CATEGORY_LOCATION 4 6 ] ] ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT_RELATED 15 16 ] [SL:TYPE_RELATION 16 17 ] ] ] ]
How is traffic on the 101 this afternoon ?	[IN:GET_INFO_TRAFFIC [SL:LOCATION 4 6 ] [SL:DATE_TIME 6 8 ] ]
Is there road construction anywhere on I - 80 in Nebraska	[IN:GET_INFO_TRAFFIC [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION 6 9 ] [SL:LOCATION_MODIFIER 10 11 ] ] ] ]
Any traffic incidents en route to work	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_WORK ] ] ]
I want to see Ron White , the comedian . . Is he coming to the area anytime soon	[IN:GET_EVENT [SL:NAME_EVENT 4 6 ] [SL:CATEGORY_EVENT 7 9 ] [SL:LOCATION [IN:GET_LOCATION_HOME ] ] ]
Is there traffic on the way home	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
What is the distance between Dallas and St Louis	[IN:GET_DISTANCE [SL:SOURCE 5 6 ] [SL:DESTINATION 7 9 ] ]
when should I leave if i want to go to the church in sphinx district in haram at 5 pm ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 10 12 ] [SL:LOCATION_MODIFIER 13 15 ] [SL:LOCATION_MODIFIER 16 17 ] ] ] [SL:DATE_TIME_ARRIVAL 17 20 ] ]
How many miles is New Jersey from New York City	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:DESTINATION 4 6 ] [SL:SOURCE 7 10 ] ]
Events near me next week	[IN:GET_EVENT [SL:LOCATION [IN:GET_LOCATION [SL:SEARCH_RADIUS 1 2 ] [SL:LOCATION_USER 2 3 ] ] ] [SL:DATE_TIME 3 5 ] ]
Movies that will be released in the beginning of 2018	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 1 ] [SL:DATE_TIME 5 10 ] ]
What is the best time to travel to Cairo from Mansoura ?	[IN:GET_ESTIMATED_DEPARTURE [SL:DESTINATION 8 9 ] [SL:SOURCE 10 11 ] ]
If I leave HEB in 5 minutes what time would I get home ?	[IN:GET_ESTIMATED_ARRIVAL [SL:SOURCE [IN:GET_LOCATION [SL:POINT_ON_MAP 3 4 ] ] ] [SL:DATE_TIME_DEPARTURE 4 7 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
can you give me the traffic	[IN:GET_INFO_TRAFFIC ]
What 's up tonight	[IN:GET_EVENT [SL:DATE_TIME 3 4 ] ]
Product launches in the New York City area	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 4 7 ] ]
Will I get to Emilio 's birthday before noon ?	[IN:GET_ESTIMATED_ARRIVAL [SL:DESTINATION [IN:GET_EVENT [SL:ORGANIZER_EVENT 4 5 ] [SL:CATEGORY_EVENT 6 7 ] ] ] [SL:DATE_TIME_ARRIVAL 7 9 ] ]
Are there any bad accidents on my way home	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Are the roads going to Crookston icy ?	[IN:GET_INFO_ROAD_CONDITION [SL:DESTINATION 5 6 ] [SL:ROAD_CONDITION 6 7 ] ]
Can you check for Christmas concerts this Sunday	[IN:GET_EVENT [SL:DATE_TIME 4 5 ] [SL:CATEGORY_EVENT 5 6 ] [SL:DATE_TIME 6 8 ] ]
what does the traffic look like on 205	[IN:GET_INFO_TRAFFIC [SL:LOCATION 7 8 ] ]
Can I bike to Adam 's if I need to be there by noon and I leave now ?	[IN:GET_ESTIMATED_ARRIVAL [SL:METHOD_TRAVEL 2 3 ] [SL:DESTINATION [IN:GET_LOCATION_HOME [SL:CONTACT 4 5 ] ] ] [SL:DATE_TIME_ARRIVAL 12 14 ] [SL:DATE_TIME_DEPARTURE 17 18 ] ]
What 's the traffic today	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 4 5 ] ]
How long of a drive to Las Vegas , NM	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 4 5 ] [SL:DESTINATION 6 10 ] ]
Taco Tuesday El Paso	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 2 ] [SL:LOCATION 2 4 ] ]
Give me the best route to el Masria Language school now .	[IN:GET_DIRECTIONS [SL:DESTINATION 6 10 ] [SL:DATE_TIME_DEPARTURE 10 11 ] ]
How long will my trip home be	[IN:GET_ESTIMATED_DURATION [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
What will traffic be like on Saturday morning	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME 5 8 ] ]
Outdoor activities for this weekend	[IN:GET_EVENT [SL:ATTRIBUTE_EVENT 0 1 ] [SL:CATEGORY_EVENT 1 2 ] [SL:DATE_TIME 2 5 ] ]
how long is it from home to the grocery store	[IN:GET_ESTIMATED_DURATION [SL:SOURCE [IN:GET_LOCATION_HOME ] ] [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION 7 10 ] ] ] ]
What is the traffic driving from Yuba Lake to Nephi	[IN:GET_INFO_TRAFFIC [SL:METHOD_TRAVEL 4 5 ] [SL:SOURCE 6 8 ] [SL:DESTINATION 9 10 ] ]
flights HI - NY February 2018	[IN:GET_EVENT [SL:CATEGORY_EVENT 0 4 ] [SL:DATE_TIME 4 6 ] ]
What can I do during the summer here	[IN:GET_EVENT [SL:DATE_TIME 4 7 ] [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_USER 7 8 ] ] ] ]
how many miles is FL	[IN:GET_DISTANCE [SL:UNIT_DISTANCE 2 3 ] [SL:DESTINATION 4 5 ] ]
Will it take long to drive home	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL 5 6 ] [SL:DESTINATION [IN:GET_LOCATION_HOME ] ] ]
Friday events	[IN:GET_EVENT [SL:DATE_TIME 0 1 ] ]
